year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,Column
2003,6,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",1266.0,225.0,69.43,23.66,83.93,2.25,45.73,7.0,0.0,12139.0,4201.0,1783.0,3067.0,45.0,3043.0,
2003,6,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",203.0,48.0,16.57,9.72,10.07,1.87,9.76,4.0,0.0,3048.0,968.0,742.0,558.0,127.0,653.0,
2003,6,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",947.0,147.0,42.88,24.89,52.71,0.08,26.44,5.0,2.0,7868.0,2048.0,1484.0,2767.0,3.0,1566.0,
2003,6,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",750.0,157.0,42.66,19.38,70.31,0.63,24.01,1.0,1.0,7446.0,2098.0,1193.0,2780.0,46.0,1329.0,
2003,6,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",12276.0,2144.0,392.85,66.72,1070.37,13.55,600.51,153.0,66.0,117195.0,31999.0,4787.0,43864.0,459.0,36086.0,
2003,6,AA,American Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",658.0,146.0,40.18,10.05,71.19,0.5,24.09,1.0,0.0,6181.0,1765.0,481.0,2318.0,18.0,1599.0,
2003,6,AA,American Airlines Inc.,HOU,"Houston, TX: William P Hobby",102.0,24.0,3.86,0.58,12.35,0.0,7.21,2.0,0.0,1427.0,200.0,97.0,557.0,0.0,573.0,
2003,6,AA,American Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",445.0,76.0,17.58,15.86,32.62,0.0,9.94,2.0,3.0,3661.0,997.0,759.0,1225.0,0.0,680.0,
2003,6,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1147.0,212.0,60.92,14.66,95.21,6.86,34.35,5.0,4.0,10785.0,3496.0,1157.0,3596.0,203.0,2333.0,
2003,6,AA,American Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",765.0,186.0,59.71,22.41,65.79,5.37,32.73,5.0,0.0,8904.0,3100.0,1424.0,2442.0,168.0,1770.0,
2003,6,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2462.0,533.0,155.25,43.58,223.6,3.75,106.82,9.0,1.0,27823.0,9761.0,2863.0,7404.0,124.0,7671.0,
2003,6,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1896.0,389.0,68.05,38.12,202.82,0.71,79.3,22.0,12.0,23552.0,5301.0,2316.0,10861.0,12.0,5062.0,
2003,6,AA,American Airlines Inc.,MCO,"Orlando, FL: Orlando International",1000.0,192.0,54.38,22.59,74.34,0.63,40.06,1.0,1.0,9737.0,3134.0,1462.0,2613.0,12.0,2516.0,
2003,6,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",3120.0,723.0,146.14,53.18,390.58,1.84,131.26,20.0,13.0,35978.0,7978.0,3083.0,16535.0,66.0,8316.0,
2003,6,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",7628.0,1309.0,225.53,48.83,763.26,9.15,262.23,41.0,14.0,72172.0,19608.0,3440.0,34502.0,403.0,14219.0,
2003,6,AA,American Airlines Inc.,PDX,"Portland, OR: Portland International",247.0,46.0,12.01,9.67,14.54,0.0,9.78,1.0,0.0,2257.0,600.0,406.0,478.0,0.0,773.0,
2003,6,AA,American Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",759.0,151.0,42.26,12.31,75.66,0.51,20.26,7.0,1.0,7949.0,2256.0,798.0,3559.0,21.0,1315.0,
2003,6,AA,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",474.0,105.0,30.07,13.12,44.18,0.5,17.12,2.0,0.0,4503.0,1405.0,794.0,1349.0,13.0,942.0,
2003,6,AA,American Airlines Inc.,SAN,"San Diego, CA: San Diego International",617.0,115.0,31.63,12.85,49.95,0.0,20.57,3.0,0.0,5678.0,1585.0,813.0,2043.0,0.0,1237.0,
2003,6,AA,American Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",606.0,124.0,48.22,11.28,35.83,2.0,26.67,3.0,0.0,7378.0,2448.0,1565.0,1447.0,40.0,1878.0,
2003,6,AA,American Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",1028.0,224.0,55.36,16.19,103.86,1.42,47.18,9.0,0.0,10939.0,2756.0,1107.0,3886.0,39.0,3151.0,
2003,6,AA,American Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",265.0,53.0,12.0,5.62,23.76,0.97,10.66,2.0,0.0,2350.0,459.0,294.0,922.0,56.0,619.0,
2003,6,AA,American Airlines Inc.,STL,"St. Louis, MO: Lambert-St. Louis International",5984.0,845.0,207.93,46.01,429.4,4.62,157.03,27.0,27.0,48057.0,16596.0,2798.0,16924.0,114.0,11625.0,
2003,6,AA,American Airlines Inc.,TPA,"Tampa, FL: Tampa International",540.0,131.0,30.06,15.77,59.84,0.95,24.39,3.0,0.0,5989.0,1267.0,938.0,2413.0,51.0,1320.0,
2003,6,DL,Delta Air Lines Inc.,BOS,"Boston, MA: Logan International",1460.0,153.0,33.95,5.46,91.67,0.51,21.42,7.0,0.0,4868.0,1295.0,275.0,2481.0,34.0,783.0,
2003,6,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",180.0,40.0,11.53,0.0,25.02,0.0,3.45,2.0,1.0,2006.0,479.0,0.0,1230.0,0.0,297.0,
2003,6,DL,Delta Air Lines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",985.0,146.0,27.76,0.33,98.09,0.0,19.83,18.0,3.0,6607.0,1254.0,22.0,4359.0,0.0,972.0,
2003,6,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",476.0,103.0,28.38,2.07,57.48,1.0,14.07,0.0,3.0,4475.0,1737.0,94.0,1809.0,26.0,809.0,
2003,6,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1787.0,364.0,78.41,8.95,215.27,1.0,60.36,4.0,11.0,14145.0,3170.0,614.0,6826.0,128.0,3407.0,
2003,6,DL,Delta Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",895.0,195.0,46.05,2.63,108.94,0.0,37.39,2.0,0.0,8547.0,2909.0,183.0,3437.0,0.0,2018.0,
2003,6,DL,Delta Air Lines Inc.,HOU,"Houston, TX: William P Hobby",176.0,60.0,9.88,0.81,47.24,0.0,2.08,0.0,0.0,1795.0,338.0,25.0,1334.0,0.0,98.0,
2003,6,DL,Delta Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",412.0,80.0,28.24,0.0,36.09,0.0,15.67,1.0,0.0,3648.0,1280.0,0.0,1716.0,0.0,652.0,
2003,6,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",835.0,132.0,30.38,3.17,79.89,0.94,17.63,0.0,0.0,4994.0,1181.0,136.0,2711.0,32.0,934.0,
2003,6,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",629.0,161.0,29.66,1.22,109.05,0.0,21.07,0.0,0.0,5545.0,1446.0,60.0,2892.0,0.0,1147.0,
2003,6,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1077.0,288.0,89.16,8.31,148.79,0.0,41.74,1.0,0.0,9772.0,3230.0,374.0,4243.0,0.0,1925.0,
2003,6,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",1937.0,255.0,47.85,4.23,162.52,2.0,38.41,23.0,3.0,12171.0,2782.0,186.0,7003.0,154.0,2046.0,
2003,6,DL,Delta Air Lines Inc.,MCO,"Orlando, FL: Orlando International",1312.0,184.0,44.06,3.02,95.06,0.0,41.86,3.0,0.0,7241.0,2220.0,223.0,2690.0,0.0,2108.0,
2003,6,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",300.0,72.0,26.58,0.97,34.63,0.0,9.81,0.0,0.0,2381.0,961.0,35.0,1028.0,0.0,357.0,
2003,6,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",490.0,133.0,30.82,1.32,81.14,0.0,19.72,5.0,1.0,5995.0,1281.0,46.0,3628.0,0.0,1040.0,
2003,6,DL,Delta Air Lines Inc.,PDX,"Portland, OR: Portland International",360.0,59.0,20.59,0.86,30.17,0.0,7.38,0.0,2.0,2086.0,1138.0,51.0,708.0,0.0,189.0,
2003,6,DL,Delta Air Lines Inc.,PHL,"Philadelphia, PA: Philadelphia International",430.0,86.0,18.85,0.21,51.12,0.0,15.82,3.0,1.0,4233.0,761.0,23.0,2693.0,0.0,756.0,
2003,6,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",266.0,55.0,11.98,1.41,34.69,0.0,6.92,2.0,1.0,2030.0,537.0,63.0,962.0,0.0,468.0,
2003,6,DL,Delta Air Lines Inc.,SAN,"San Diego, CA: San Diego International",446.0,119.0,18.12,1.65,76.25,0.0,22.98,0.0,0.0,4816.0,1278.0,73.0,2056.0,0.0,1409.0,
2003,6,DL,Delta Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",480.0,84.0,25.69,3.09,33.96,0.0,21.26,0.0,0.0,3744.0,978.0,164.0,1023.0,0.0,1579.0,
2003,6,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",505.0,111.0,21.78,2.24,73.81,0.0,13.17,3.0,0.0,4284.0,1376.0,138.0,2132.0,0.0,638.0,
2003,6,DL,Delta Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",3466.0,454.0,121.15,7.61,221.91,1.0,102.33,9.0,0.0,16853.0,5384.0,306.0,5686.0,28.0,5449.0,
2003,6,DL,Delta Air Lines Inc.,STL,"St. Louis, MO: Lambert-St. Louis International",180.0,44.0,11.8,0.0,25.47,0.0,6.73,0.0,0.0,1742.0,436.0,0.0,962.0,0.0,344.0,
2003,6,DL,Delta Air Lines Inc.,TPA,"Tampa, FL: Tampa International",919.0,222.0,48.28,6.13,137.26,1.0,29.33,0.0,4.0,9474.0,2778.0,152.0,4738.0,22.0,1784.0,
2003,6,MQ,American Eagle Airlines Inc.,BOS,"Boston, MA: Logan International",1917.0,337.0,55.06,4.87,120.74,0.25,156.08,62.0,0.0,18462.0,4599.0,317.0,4644.0,6.0,8896.0,
2003,6,MQ,American Eagle Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",87.0,12.0,6.29,0.21,5.13,0.0,0.37,0.0,0.0,461.0,201.0,7.0,219.0,0.0,34.0,
2003,6,MQ,American Eagle Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",781.0,146.0,45.32,4.5,44.46,0.0,51.72,12.0,1.0,7362.0,2558.0,265.0,1767.0,0.0,2772.0,
2003,6,MQ,American Eagle Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",5739.0,904.0,115.31,42.93,298.52,0.57,446.67,111.0,24.0,55847.0,13093.0,4042.0,13466.0,13.0,25233.0,
2003,6,MQ,American Eagle Airlines Inc.,HOU,"Houston, TX: William P Hobby",213.0,71.0,37.93,4.56,13.32,0.0,15.19,6.0,1.0,3921.0,2071.0,358.0,592.0,0.0,900.0,
2003,6,MQ,American Eagle Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",140.0,30.0,6.02,0.96,20.31,0.0,2.72,1.0,0.0,1281.0,331.0,67.0,713.0,0.0,170.0,
2003,6,MQ,American Eagle Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",428.0,94.0,21.37,0.47,34.86,0.0,37.31,6.0,0.0,3957.0,917.0,20.0,1213.0,0.0,1807.0,
2003,6,MQ,American Eagle Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1850.0,240.0,45.87,1.01,94.2,0.23,98.7,14.0,0.0,11679.0,4185.0,28.0,2475.0,5.0,4986.0,
2003,6,MQ,American Eagle Airlines Inc.,LGA,"New York, NY: LaGuardia",1297.0,228.0,26.91,4.27,123.21,0.0,73.62,37.0,0.0,12225.0,2054.0,123.0,6102.0,0.0,3946.0,
2003,6,MQ,American Eagle Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",5625.0,698.0,58.0,9.4,383.31,0.0,247.29,61.0,2.0,37520.0,5442.0,515.0,18458.0,0.0,13105.0,
2003,6,MQ,American Eagle Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",295.0,68.0,18.55,1.64,26.29,0.0,21.53,9.0,0.0,3197.0,936.0,67.0,1023.0,0.0,1171.0,
2003,6,MQ,American Eagle Airlines Inc.,SAN,"San Diego, CA: San Diego International",802.0,107.0,49.99,0.74,30.72,1.23,24.31,5.0,0.0,3572.0,1770.0,20.0,784.0,26.0,972.0,
2003,6,MQ,American Eagle Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",141.0,30.0,3.04,0.0,17.17,1.51,8.29,3.0,1.0,1394.0,221.0,0.0,744.0,58.0,371.0,
2003,6,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",1657.0,175.0,86.0,37.0,16.0,5.0,31.0,11.0,1.0,7057.0,2917.0,1987.0,704.0,168.0,1281.0,
2003,6,OO,SkyWest Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1645.0,202.0,110.0,25.0,50.0,1.0,16.0,25.0,0.0,11802.0,4523.0,1922.0,4919.0,29.0,409.0,
2003,6,OO,SkyWest Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",180.0,14.0,8.0,0.0,2.0,0.0,4.0,2.0,0.0,502.0,216.0,0.0,116.0,0.0,170.0,
2003,6,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3940.0,310.0,165.0,13.0,40.0,28.0,64.0,18.0,0.0,11518.0,5375.0,364.0,1374.0,2236.0,2169.0,
2003,6,OO,SkyWest Airlines Inc.,PDX,"Portland, OR: Portland International",562.0,16.0,5.0,0.0,0.0,0.0,11.0,2.0,0.0,408.0,98.0,0.0,0.0,0.0,310.0,
2003,6,OO,SkyWest Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",507.0,26.0,13.0,1.0,5.0,2.0,5.0,2.0,0.0,1252.0,308.0,68.0,427.0,292.0,157.0,
2003,6,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",625.0,27.0,18.0,2.0,1.0,3.0,3.0,3.0,0.0,894.0,556.0,33.0,18.0,132.0,155.0,
2003,6,OO,SkyWest Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",365.0,19.0,14.0,1.0,1.0,0.0,3.0,0.0,0.0,457.0,349.0,16.0,20.0,0.0,72.0,
2003,6,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",2703.0,554.0,112.0,7.0,361.0,6.0,68.0,28.0,2.0,26213.0,4548.0,153.0,18028.0,470.0,3014.0,
2003,6,OO,SkyWest Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",4960.0,256.0,137.0,18.0,38.0,11.0,52.0,22.0,0.0,11792.0,6641.0,910.0,1892.0,423.0,1926.0,
2003,6,UA,United Air Lines Inc.,BOS,"Boston, MA: Logan International",838.0,145.0,22.32,6.95,58.69,0.0,57.04,1.0,1.0,8313.0,1211.0,360.0,2425.0,0.0,4317.0,
2003,6,UA,United Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",210.0,44.0,9.28,3.09,16.98,0.0,14.65,0.0,1.0,2476.0,448.0,199.0,601.0,0.0,1228.0,
2003,6,UA,United Air Lines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",392.0,68.0,11.16,0.44,33.11,0.0,23.28,6.0,2.0,3438.0,590.0,58.0,1466.0,0.0,1324.0,
2003,6,UA,United Air Lines Inc.,DEN,"Denver, CO: Denver International",6982.0,783.0,221.24,27.95,368.06,2.76,162.99,19.0,15.0,39537.0,13752.0,1562.0,12964.0,430.0,10829.0,
2003,6,UA,United Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",473.0,78.0,13.77,5.41,31.44,0.0,27.38,0.0,4.0,4166.0,894.0,270.0,1347.0,0.0,1655.0,
2003,6,UA,United Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",79.0,15.0,0.94,0.0,9.44,0.0,4.62,0.0,0.0,530.0,40.0,0.0,253.0,0.0,237.0,
2003,6,UA,United Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",1801.0,274.0,76.83,13.95,128.75,1.0,53.48,6.0,10.0,12693.0,3919.0,814.0,4894.0,130.0,2936.0,
2003,6,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",356.0,42.0,8.49,0.0,25.78,1.0,6.73,1.0,2.0,1842.0,534.0,0.0,676.0,108.0,524.0,
2003,6,UA,United Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",959.0,141.0,39.06,6.29,41.67,1.0,52.98,2.0,0.0,6472.0,1518.0,342.0,1441.0,172.0,2999.0,
2003,6,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2991.0,326.0,83.36,18.47,112.75,1.0,110.42,15.0,1.0,15959.0,4061.0,1508.0,3677.0,25.0,6688.0,
2003,6,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",616.0,90.0,14.97,3.59,44.8,0.0,26.64,3.0,0.0,3910.0,740.0,161.0,1694.0,0.0,1315.0,
2003,6,UA,United Air Lines Inc.,MCO,"Orlando, FL: Orlando International",489.0,84.0,16.22,4.02,33.56,0.0,30.19,0.0,0.0,4327.0,741.0,270.0,1310.0,0.0,2006.0,
2003,6,UA,United Air Lines Inc.,MIA,"Miami, FL: Miami International",340.0,58.0,17.8,5.83,25.68,0.0,8.68,0.0,3.0,2928.0,1168.0,290.0,839.0,0.0,631.0,
2003,6,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",9970.0,1568.0,267.92,34.53,1014.32,1.22,250.01,53.0,14.0,81664.0,15136.0,2383.0,46995.0,170.0,16980.0,
2003,6,UA,United Air Lines Inc.,PDX,"Portland, OR: Portland International",791.0,133.0,36.51,6.73,36.96,2.1,50.71,1.0,1.0,6089.0,1250.0,342.0,1256.0,304.0,2937.0,
2003,6,UA,United Air Lines Inc.,PHL,"Philadelphia, PA: Philadelphia International",642.0,123.0,18.98,2.54,63.08,0.0,38.4,5.0,3.0,6702.0,1088.0,185.0,2853.0,0.0,2576.0,
2003,6,UA,United Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",483.0,72.0,18.48,3.75,27.57,0.0,22.21,0.0,0.0,3735.0,1007.0,222.0,1210.0,0.0,1296.0,
2003,6,UA,United Air Lines Inc.,SAN,"San Diego, CA: San Diego International",658.0,104.0,24.06,2.69,44.32,0.0,32.93,0.0,2.0,5096.0,1292.0,404.0,1330.0,0.0,2070.0,
2003,6,UA,United Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",1082.0,139.0,41.35,8.82,37.31,1.86,49.66,1.0,1.0,7694.0,2240.0,623.0,1191.0,311.0,3329.0,
2003,6,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",3834.0,525.0,98.0,12.28,309.83,3.64,101.25,30.0,4.0,27595.0,7392.0,1078.0,12466.0,466.0,6193.0,
2003,6,UA,United Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",288.0,48.0,15.05,1.93,16.97,0.0,14.05,0.0,0.0,2022.0,570.0,59.0,568.0,0.0,825.0,
2003,6,UA,United Air Lines Inc.,STL,"St. Louis, MO: Lambert-St. Louis International",230.0,48.0,7.85,3.55,20.26,0.0,16.34,0.0,1.0,3159.0,426.0,395.0,884.0,0.0,1454.0,
2003,6,UA,United Air Lines Inc.,TPA,"Tampa, FL: Tampa International",240.0,54.0,7.03,5.35,28.71,0.0,12.91,0.0,1.0,2782.0,342.0,435.0,974.0,0.0,1031.0,
2003,6,US,US Airways Inc.,BOS,"Boston, MA: Logan International",1520.0,285.0,73.27,3.44,120.52,0.0,87.77,21.0,1.0,12231.0,2968.0,318.0,4102.0,0.0,4843.0,
2003,6,US,US Airways Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",6998.0,1220.0,192.72,29.17,584.56,0.0,413.55,59.0,11.0,49547.0,9669.0,2052.0,18174.0,0.0,19652.0,
2003,6,US,US Airways Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",1911.0,264.0,59.67,13.56,100.22,0.0,90.55,20.0,4.0,11716.0,2356.0,1226.0,3885.0,0.0,4249.0,
2003,6,US,US Airways Inc.,DEN,"Denver, CO: Denver International",319.0,101.0,33.31,1.26,32.64,0.0,33.8,1.0,1.0,4695.0,1292.0,149.0,1207.0,0.0,2047.0,
2003,6,US,US Airways Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",279.0,87.0,22.55,1.52,47.36,0.0,15.57,1.0,3.0,3652.0,868.0,144.0,1693.0,0.0,947.0,
2003,6,US,US Airways Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",566.0,167.0,37.01,0.71,79.25,0.0,50.03,2.0,2.0,7639.0,1791.0,90.0,3081.0,0.0,2677.0,
2003,6,US,US Airways Inc.,IAD,"Washington, DC: Washington Dulles International",130.0,25.0,3.97,1.36,9.86,0.0,9.81,4.0,0.0,1314.0,149.0,43.0,494.0,0.0,628.0,
2003,6,US,US Airways Inc.,LAS,"Las Vegas, NV: McCarran International",327.0,104.0,29.68,0.98,49.1,0.0,24.24,1.0,0.0,4786.0,1445.0,173.0,1506.0,0.0,1662.0,
2003,6,US,US Airways Inc.,LAX,"Los Angeles, CA: Los Angeles International",330.0,137.0,41.75,3.43,39.38,0.0,52.44,0.0,0.0,7484.0,1997.0,438.0,1482.0,0.0,3567.0,
2003,6,US,US Airways Inc.,LGA,"New York, NY: LaGuardia",1313.0,202.0,36.87,5.72,99.36,0.0,60.05,12.0,1.0,9461.0,1448.0,667.0,4286.0,0.0,3060.0,
2003,6,US,US Airways Inc.,MCO,"Orlando, FL: Orlando International",775.0,239.0,63.08,1.4,88.27,0.0,86.25,2.0,0.0,11705.0,2726.0,136.0,3130.0,0.0,5713.0,
2003,6,US,US Airways Inc.,MIA,"Miami, FL: Miami International",307.0,93.0,15.96,0.9,40.53,0.0,35.61,5.0,1.0,4210.0,718.0,95.0,1420.0,0.0,1977.0,
2003,6,US,US Airways Inc.,ORD,"Chicago, IL: Chicago O'Hare International",508.0,145.0,21.82,4.14,80.52,0.0,38.53,3.0,0.0,7141.0,826.0,348.0,3728.0,0.0,2239.0,
2003,6,US,US Airways Inc.,PHL,"Philadelphia, PA: Philadelphia International",5196.0,1237.0,130.04,24.81,691.04,0.0,391.11,41.0,11.0,55879.0,5768.0,1864.0,27470.0,0.0,20777.0,
2003,6,US,US Airways Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",236.0,69.0,17.48,0.65,28.49,0.0,22.39,0.0,0.0,3340.0,862.0,100.0,900.0,0.0,1478.0,
2003,6,US,US Airways Inc.,SAN,"San Diego, CA: San Diego International",192.0,79.0,17.54,1.58,36.58,0.0,23.3,0.0,0.0,3116.0,697.0,125.0,1217.0,0.0,1077.0,
2003,6,US,US Airways Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",215.0,55.0,13.6,1.57,19.25,0.0,20.57,0.0,0.0,2596.0,460.0,95.0,1089.0,0.0,952.0,
2003,6,US,US Airways Inc.,SFO,"San Francisco, CA: San Francisco International",277.0,89.0,35.02,1.05,31.22,0.0,21.72,0.0,2.0,3894.0,1458.0,54.0,1138.0,0.0,1244.0,
2003,6,US,US Airways Inc.,TPA,"Tampa, FL: Tampa International",675.0,187.0,33.55,2.22,96.53,0.0,54.71,2.0,0.0,8661.0,1594.0,185.0,3448.0,0.0,3434.0,
2003,6,WN,Southwest Airlines Co.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1061.0,167.0,28.93,14.66,44.93,1.56,76.92,6.0,2.0,8759.0,1269.0,1025.0,1938.0,69.0,4458.0,
2003,6,WN,Southwest Airlines Co.,HOU,"Houston, TX: William P Hobby",3930.0,675.0,96.27,33.75,177.82,1.3,365.86,98.0,28.0,31995.0,4297.0,2901.0,7091.0,34.0,17672.0,
2003,6,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",5021.0,640.0,135.87,17.7,110.12,7.48,368.82,15.0,5.0,24871.0,5361.0,956.0,3383.0,319.0,14852.0,
2003,6,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3252.0,361.0,89.72,4.81,50.88,2.57,213.02,28.0,7.0,14069.0,3644.0,212.0,1352.0,111.0,8750.0,
2003,6,WN,Southwest Airlines Co.,MCO,"Orlando, FL: Orlando International",1923.0,275.0,40.42,8.78,87.38,0.7,137.72,3.0,3.0,12057.0,1461.0,702.0,2888.0,15.0,6991.0,
2003,6,WN,Southwest Airlines Co.,PDX,"Portland, OR: Portland International",1013.0,106.0,20.64,0.0,13.18,2.66,69.52,1.0,0.0,3783.0,817.0,0.0,323.0,55.0,2588.0,
2003,6,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5177.0,618.0,131.21,10.54,121.0,2.03,353.22,37.0,5.0,23965.0,5146.0,689.0,3431.0,54.0,14645.0,
2003,6,WN,Southwest Airlines Co.,SAN,"San Diego, CA: San Diego International",2307.0,298.0,79.32,1.67,42.13,3.7,171.18,5.0,2.0,10200.0,2945.0,42.0,1068.0,65.0,6080.0,
2003,6,WN,Southwest Airlines Co.,SEA,"Seattle, WA: Seattle/Tacoma International",1138.0,129.0,25.4,0.27,14.57,1.04,87.72,0.0,0.0,4910.0,835.0,12.0,435.0,24.0,3604.0,
2003,6,WN,Southwest Airlines Co.,SLC,"Salt Lake City, UT: Salt Lake City International",1123.0,147.0,33.48,0.28,20.08,1.14,92.02,0.0,0.0,5942.0,1194.0,38.0,546.0,25.0,4139.0,
2003,6,WN,Southwest Airlines Co.,STL,"St. Louis, MO: Lambert-St. Louis International",1884.0,330.0,51.81,16.09,116.98,1.86,143.26,15.0,11.0,15957.0,2431.0,1195.0,4715.0,47.0,7569.0,
2003,6,WN,Southwest Airlines Co.,TPA,"Tampa, FL: Tampa International",1690.0,260.0,32.37,8.31,82.26,0.88,136.19,3.0,4.0,11724.0,1185.0,451.0,3106.0,39.0,6943.0,
2003,7,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",1316.0,241.0,86.14,19.27,70.17,0.02,65.41,10.0,1.0,16428.0,6528.0,2031.0,3618.0,1.0,4250.0,
2003,7,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",242.0,53.0,16.53,8.36,17.17,0.0,10.94,4.0,1.0,3007.0,1155.0,394.0,712.0,0.0,746.0,
2003,7,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",989.0,224.0,72.84,21.31,80.27,0.0,49.58,23.0,1.0,15556.0,4706.0,1567.0,4929.0,0.0,4354.0,
2003,7,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",787.0,170.0,62.01,19.61,51.65,1.0,35.73,4.0,1.0,9066.0,3142.0,1189.0,2432.0,17.0,2286.0,
