year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2011,8,AA,American Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",248,49,30.71,0.43,6.01,0,11.86,3,1,2544,1545,15,206,0,778
2011,8,AA,American Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",53,30,10.72,0.83,6.51,0,11.94,0,0,2140,970,76,217,0,877
2011,8,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",456,107,50.29,6.28,21.03,0,29.41,20,1,4716,2148,269,818,0,1481
2011,8,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",708,134,70.22,3.49,24.96,0,35.33,10,0,7730,4049,369,1106,0,2206
2011,8,AA,American Airlines Inc.,BDL,"Hartford, CT: Bradley International",155,51,12.47,3.44,12.65,0,22.44,9,1,2600,556,168,453,0,1423
2011,8,AA,American Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",92,13,9.29,0,1.27,0,2.44,9,0,454,258,0,57,0,139
2011,8,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",311,65,30.59,2.21,14.5,0,17.69,9,1,3962,1819,177,496,0,1470
2011,8,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",843,293,95.15,18.53,126.11,0,53.22,53,3,17735,6271,1485,6433,0,3546
2011,8,AA,American Airlines Inc.,BUR,"Burbank, CA: Bob Hope",120,35,16.9,1,4.24,0,12.86,0,1,1312,617,50,124,0,521
2011,8,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",267,75,24.2,2.34,35.89,0,12.56,9,2,3165,1121,173,1226,0,645
2011,8,AA,American Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",93,25,11.45,0,9.31,0,4.24,1,0,1036,453,0,322,0,261
2011,8,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",208,47,19.58,1.52,13.48,0,12.43,20,0,2144,1080,35,407,0,622
2011,8,AA,American Airlines Inc.,CMH,"Columbus, OH: Port Columbus International",142,36,19.2,0,9.57,0,7.23,3,1,1603,1109,0,228,0,266
2011,8,AA,American Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",155,29,16.89,0.85,1.01,0,10.26,2,0,1267,685,77,47,0,458
2011,8,AA,American Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",61,15,11.02,0,1.2,0,2.78,1,1,895,494,0,52,0,349
2011,8,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",901,268,79.04,21.82,107.85,0,59.3,48,20,13727,3572,1261,5044,0,3850
2011,8,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",441,106,54.72,4.07,24.85,0,22.36,6,2,5929,3550,259,811,0,1309
2011,8,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13629,1642,527.49,91.81,287.48,3.43,731.79,344,21,104932,42599,5665,10289,333,46046
2011,8,AA,American Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",231,57,23.17,3.44,18.38,0,12.01,1,1,2644,1305,208,458,0,673
2011,8,AA,American Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",31,12,5.65,0,0.78,0,5.57,0,0,602,275,0,36,0,291
2011,8,AA,American Airlines Inc.,ELP,"El Paso, TX: El Paso International",245,50,25.38,1.66,4.93,0,18.03,3,1,2926,1425,65,153,0,1283
2011,8,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",385,123,26.43,4.99,70.38,0,21.2,37,7,8134,1786,540,3959,0,1849
2011,8,AA,American Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",62,11,6.72,0,1.57,0,2.71,0,0,503,323,0,54,0,126
2011,8,AA,American Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",283,72,31.74,2.52,26.59,0,11.15,8,0,3737,1689,257,975,0,816
2011,8,AA,American Airlines Inc.,HNL,"Honolulu, HI: Honolulu International",212,57,39.46,0.85,9.36,0,7.32,0,0,5205,3968,51,325,0,861
2011,8,AA,American Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",89,22,12.16,0,4.54,0,5.3,4,0,1109,747,0,115,0,247
2011,8,AA,American Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",309,74,21.76,1.59,30.32,0,20.33,12,2,3414,1283,101,1018,0,1012
2011,8,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",275,48,20.06,5.38,6.92,0,15.65,7,0,2159,797,329,203,0,830
2011,8,AA,American Airlines Inc.,ICT,"Wichita, KS: Wichita Mid-Continent",120,28,14.66,1,5.48,0,6.86,4,1,1114,605,23,163,0,323
2011,8,AA,American Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",151,28,14.33,1.28,7.46,0,4.92,1,0,1331,928,34,200,0,169
2011,8,AA,American Airlines Inc.,JAC,"Jackson, WY: Jackson Hole",37,12,6.77,0,1.63,0,3.59,0,0,723,392,0,67,0,264
2011,8,AA,American Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",123,28,14.69,2.36,6.05,0,4.9,1,1,1152,530,161,160,0,301
2011,8,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1246,341,87.72,16.88,168.36,0.25,67.8,103,14,25713,7628,1262,10679,7,6137
2011,8,AA,American Airlines Inc.,KOA,"Kona, HI: Kona International Airport at Keahole",31,3,2.21,0,0.09,0,0.7,0,0,226,104,0,14,0,108
2011,8,AA,American Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",797,157,66.69,14.16,36.02,0,40.14,12,1,8846,3915,1004,1501,0,2426
2011,8,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2558,535,186.32,39.43,137.81,0.54,170.9,56,7,32455,11777,2711,5847,13,12107
2011,8,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1389,381,98.39,18.85,192.78,0,70.98,119,22,25489,5030,1331,14397,0,4731
2011,8,AA,American Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",57,13,4.38,0,6.29,0,2.32,0,0,781,439,0,179,0,163
2011,8,AA,American Airlines Inc.,LIT,"Little Rock, AR: Adams Field",93,14,7.7,0,2.57,0,3.74,1,1,525,309,0,65,0,151
2011,8,AA,American Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",367,77,28.91,4.73,16.03,0,27.33,5,2,4489,1522,309,680,0,1978
2011,8,AA,American Airlines Inc.,MCO,"Orlando, FL: Orlando International",820,237,94.45,20.95,71.98,0.95,48.67,23,6,13093,5177,1628,2614,82,3592
2011,8,AA,American Airlines Inc.,MEM,"Memphis, TN: Memphis International",120,18,12.88,0,3.18,0,1.94,11,0,954,722,0,125,0,107
2011,8,AA,American Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",124,17,6.8,0,2.07,0,8.13,12,1,611,263,0,52,0,296
2011,8,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",3842,954,276.07,92.12,277.24,0,308.57,212,24,57316,18840,5945,11569,0,20962
2011,8,AA,American Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",93,15,6.96,0,2.45,0,5.59,0,0,938,458,0,57,0,423
2011,8,AA,American Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",333,79,34.23,3.64,20.72,0,20.41,3,0,4610,1816,304,786,0,1704
2011,8,AA,American Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",349,68,27.85,8.43,11.19,0,20.53,11,0,3615,1399,425,412,0,1379
2011,8,AA,American Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",93,17,8.37,0,5.53,0,3.1,0,0,1025,664,0,138,0,223
2011,8,AA,American Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",217,53,31.89,0.65,7.62,0,12.84,1,0,2347,1357,24,255,0,711
2011,8,AA,American Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",151,38,19.56,1.46,8.6,0,8.38,2,1,2013,1321,43,231,0,418
2011,8,AA,American Airlines Inc.,ONT,"Ontario, CA: Ontario International",124,26,15.85,0,2.98,0,7.17,1,0,1273,766,0,100,0,407
2011,8,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4748,893,225.58,43.5,285.03,0.61,338.29,187,24,60121,14458,3310,16433,11,25909
2011,8,AA,American Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",84,23,8.18,0,9.3,0,5.52,4,0,1261,361,0,503,0,397
2011,8,AA,American Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",93,22,12.02,0,9.16,0,0.82,1,0,815,539,0,232,0,44
2011,8,AA,American Airlines Inc.,PDX,"Portland, OR: Portland International",155,36,22.04,1.7,10.74,0,1.51,0,0,1718,1215,99,332,0,72
2011,8,AA,American Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",337,96,28.39,8.44,41.58,0,17.59,22,2,5911,1310,595,2541,0,1465
2011,8,AA,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",412,72,33.55,6.07,13.38,0,19,9,3,3601,1885,232,478,0,1006
2011,8,AA,American Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",123,35,23.19,0,5.21,0,6.6,0,1,1474,1087,0,152,0,235
2011,8,AA,American Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",40,8,5.88,0,0.05,0,2.07,0,0,622,552,0,3,0,67
2011,8,AA,American Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",338,98,43.11,8.24,20.52,0,26.13,16,0,5194,2282,392,695,0,1825
2011,8,AA,American Airlines Inc.,RIC,"Richmond, VA: Richmond International",93,23,12.04,0.72,7.3,0,2.94,6,0,868,446,13,314,0,95
2011,8,AA,American Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",121,33,11.49,2.43,8.9,0,10.17,3,0,1637,592,79,280,0,686
2011,8,AA,American Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",71,24,12.44,1,5.76,0,4.8,0,0,1940,867,121,174,0,778
2011,8,AA,American Airlines Inc.,SAN,"San Diego, CA: San Diego International",462,95,59.73,3.48,16.13,0,15.66,14,1,6279,3734,266,1135,0,1144
2011,8,AA,American Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",526,94,60.79,4.38,7.62,0,21.21,5,0,4742,2961,183,275,0,1323
2011,8,AA,American Airlines Inc.,SDF,"Louisville, KY: Louisville International-Standiford Field",92,16,10.35,0,3.13,0,2.53,2,0,626,384,0,69,0,173
2011,8,AA,American Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",470,107,50.39,5.69,24.11,0,26.81,5,0,6009,2275,644,1143,0,1947
2011,8,AA,American Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",969,276,77.08,15.21,137.41,0,46.29,27,1,17731,4740,1339,7849,0,3803
2011,8,AA,American Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",241,44,26.36,0.98,10.94,0,5.73,4,1,2127,1268,87,341,0,431
2011,8,AA,American Airlines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",477,166,58.64,22.45,55.63,0,29.28,22,2,9468,3615,1650,2171,0,2032
2011,8,AA,American Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",155,30,16.96,2,3.2,0,7.84,0,0,1674,811,141,104,0,618
2011,8,AA,American Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",124,26,14.76,0,4.88,0,6.36,0,1,1523,1056,0,118,0,349
2011,8,AA,American Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",380,73,46.08,2.92,9.51,0,14.49,11,4,3775,2293,174,332,0,976
2011,8,AA,American Airlines Inc.,STL,"St. Louis, MO: Lambert-St. Louis International",897,204,74.13,15.24,45.79,0,68.85,28,2,12994,4200,1918,1797,0,5079
2011,8,AA,American Airlines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",116,41,12.19,6.12,14.48,0,8.21,4,1,2469,730,447,647,0,645
2011,8,AA,American Airlines Inc.,STX,"Christiansted, VI: Henry E. Rohlsen",62,32,13.44,5.22,4.99,0,8.35,3,0,1859,732,322,231,0,574
2011,8,AA,American Airlines Inc.,TPA,"Tampa, FL: Tampa International",522,123,46.33,13.02,33.43,0,30.23,14,3,6953,2588,942,1394,0,2029
2011,8,AA,American Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",248,65,36.65,1.4,5.87,0,21.08,10,3,3381,1856,64,192,0,1269
2011,8,AA,American Airlines Inc.,TUS,"Tucson, AZ: Tucson International",257,47,26.38,1.69,5.84,0,13.1,0,0,2603,1468,139,211,0,785
2011,8,AA,American Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",58,2,1.11,0,0.89,0,0,7,0,78,36,0,42,0,0
2011,8,AS,Alaska Airlines Inc.,ADK,"Adak Island, AK: Adak",8,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,8,AS,Alaska Airlines Inc.,ADQ,"Kodiak, AK: Kodiak Airport",58,3,0.65,0.97,0.39,0,1,3,0,134,11,88,9,0,26
2011,8,AS,Alaska Airlines Inc.,AKN,"King Salmon, AK: King Salmon Airport",27,1,0.98,0,0.02,0,0,0,0,101,99,0,2,0,0
2011,8,AS,Alaska Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",1542,160,47.76,0.94,50.12,5.84,55.35,17,2,6511,2471,80,1282,223,2455
2011,8,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",31,4,2,0,0,0,2,0,0,194,129,0,0,0,65
2011,8,AS,Alaska Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",31,4,2.92,0,1.08,0,0,0,0,171,142,0,29,0,0
2011,8,AS,Alaska Airlines Inc.,BET,"Bethel, AK: Bethel Airport",89,7,0.88,0,1.31,0,4.81,1,0,277,30,0,32,0,215
2011,8,AS,Alaska Airlines Inc.,BLI,"Bellingham, WA: Bellingham International",62,3,1,0,1,0,1,0,3,83,39,0,15,0,29
2011,8,AS,Alaska Airlines Inc.,BOS,"Boston, MA: Logan International",93,12,3.94,0,8.06,0,0,3,0,518,250,0,268,0,0
2011,8,AS,Alaska Airlines Inc.,BRW,"Barrow, AK: Wiley Post/Will Rogers Memorial",70,13,2.88,0.93,2.48,0,6.7,0,1,522,68,115,83,0,256
2011,8,AS,Alaska Airlines Inc.,BUR,"Burbank, CA: Bob Hope",93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,8,AS,Alaska Airlines Inc.,CDV,"Cordova, AK: Merle K Mudhole Smith",62,8,2.22,0,0,0,5.78,1,0,239,39,0,0,0,200
2011,8,AS,Alaska Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",93,11,1,0,10,0,0,3,0,486,18,0,468,0,0
2011,8,AS,Alaska Airlines Inc.,DEN,"Denver, CO: Denver International",151,5,2,0,3,0,0,0,0,152,74,0,78,0,0
2011,8,AS,Alaska Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",94,7,4.77,0,0.23,0,2,0,0,249,180,0,5,0,64
2011,8,AS,Alaska Airlines Inc.,DLG,"Dillingham, AK: Dillingham Airport",27,4,1.99,0,1.01,0,1,1,0,188,143,0,17,0,28
2011,8,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",62,11,0,0,11,0,0,4,1,957,0,0,957,0,0
2011,8,AS,Alaska Airlines Inc.,FAI,"Fairbanks, AK: Fairbanks International",399,42,18.27,0,7.52,0,16.22,0,1,1450,726,0,225,0,499
2011,8,AS,Alaska Airlines Inc.,GEG,"Spokane, WA: Spokane International",89,5,3.96,0,0.04,0,1,2,0,126,107,0,2,0,17
2011,8,AS,Alaska Airlines Inc.,GST,"Gustavus, AK: Gustavus Airport",27,2,0,0,0.24,0,1.76,0,0,70,0,0,4,0,66
2011,8,AS,Alaska Airlines Inc.,HNL,"Honolulu, HI: Honolulu International",155,11,2.81,0,7.19,0,1,0,0,253,98,0,136,0,19
2011,8,AS,Alaska Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",31,1,0.8,0,0.2,0,0,0,0,20,16,0,4,0,0
2011,8,AS,Alaska Airlines Inc.,JNU,"Juneau, AK: Juneau International",479,61,20.58,2.03,13.72,0,24.67,1,1,2439,868,83,314,0,1174
2011,8,AS,Alaska Airlines Inc.,KOA,"Kona, HI: Kona International Airport at Keahole",62,8,1.47,0,6.53,0,0,0,0,183,32,0,151,0,0
2011,8,AS,Alaska Airlines Inc.,KTN,"Ketchikan, AK: Ketchikan International",248,31,9.66,0,12.36,0,8.99,1,1,1228,448,0,329,0,451
2011,8,AS,Alaska Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",389,14,6.16,0,1.09,0,6.75,0,0,583,163,0,31,0,389
2011,8,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",591,40,15.12,0,16.33,0,8.54,1,0,1326,745,0,349,0,232
2011,8,AS,Alaska Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",62,5,0.98,0,4.02,0,0,0,0,269,190,0,79,0,0
2011,8,AS,Alaska Airlines Inc.,MCO,"Orlando, FL: Orlando International",31,2,1,0,1,0,0,0,0,80,65,0,15,0,0
2011,8,AS,Alaska Airlines Inc.,MIA,"Miami, FL: Miami International",31,1,0,0,1,0,0,0,0,25,0,0,25,0,0
2011,8,AS,Alaska Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",62,2,1,0,1,0,0,0,0,129,104,0,25,0,0
2011,8,AS,Alaska Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",182,8,2.59,0,2.68,0,2.73,0,1,162,57,0,49,0,56
2011,8,AS,Alaska Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",186,25,6.21,0,18.23,0,0.56,0,0,787,342,0,431,0,14
2011,8,AS,Alaska Airlines Inc.,OME,"Nome, AK: Nome Airport",93,12,2.64,1.44,1.82,0.8,5.31,2,1,379,58,43,49,12,217
2011,8,AS,Alaska Airlines Inc.,ONT,"Ontario, CA: Ontario International",93,9,6.15,0,1.53,0,1.32,0,0,287,213,0,35,0,39
2011,8,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",155,13,3,0,9,0,1,0,0,618,118,0,481,0,19
2011,8,AS,Alaska Airlines Inc.,OTZ,"Kotzebue, AK: Ralph Wien Memorial",63,7,3.6,0,0.95,0,2.45,0,2,274,121,0,28,0,125
2011,8,AS,Alaska Airlines Inc.,PDX,"Portland, OR: Portland International",863,47,9.01,0,6.97,0.17,30.86,2,0,2731,764,0,219,5,1743
2011,8,AS,Alaska Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",205,4,2.15,0,0.47,0,1.38,0,1,191,129,0,20,0,42
2011,8,AS,Alaska Airlines Inc.,PSG,"Petersburg, AK: Petersburg James A Johnson",62,19,2.06,3.92,4.48,0,8.55,0,1,862,81,238,106,0,437
2011,8,AS,Alaska Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",68,9,2,0,0.09,0,6.91,0,0,572,110,0,7,0,455
2011,8,AS,Alaska Airlines Inc.,SAN,"San Diego, CA: San Diego International",357,24,12.99,0,2.19,0,8.81,0,0,1315,999,0,77,0,239
2011,8,AS,Alaska Airlines Inc.,SCC,"Deadhorse, AK: Deadhorse Airport",58,4,0,1.7,0.3,0,2,1,0,169,0,105,13,0,51
2011,8,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",4169,290,103.21,6.61,58.74,1.47,119.97,24,2,16014,7251,300,1753,27,6683
2011,8,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",331,101,10.03,0,84.93,0.91,5.13,0,0,6995,441,0,6012,230,312
2011,8,AS,Alaska Airlines Inc.,SIT,"Sitka, AK: Sitka Rocky Gutierrez",155,15,5.5,0,1.72,0,7.78,0,0,737,222,0,67,0,448
2011,8,AS,Alaska Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",290,8,1.31,0,3.15,0,3.53,0,0,217,29,0,72,0,116
2011,8,AS,Alaska Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",182,18,12.11,0,2.54,0,3.36,0,0,623,433,0,57,0,133
2011,8,AS,Alaska Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",368,18,7.91,0,4.85,0,5.25,0,0,657,366,0,104,0,187
2011,8,AS,Alaska Airlines Inc.,STL,"St. Louis, MO: Lambert-St. Louis International",31,3,2.65,0,0.35,0,0,0,0,90,74,0,16,0,0
2011,8,AS,Alaska Airlines Inc.,TUS,"Tucson, AZ: Tucson International",31,1,0,0,1,0,0,0,0,15,0,0,15,0,0
2011,8,AS,Alaska Airlines Inc.,WRG,"Wrangell, AK: Wrangell Airport",61,12,1.67,2,2.97,0,5.36,0,0,626,92,153,95,0,286
2011,8,AS,Alaska Airlines Inc.,YAK,"Yakutat, AK: Yakutat Airport",62,7,0.22,0,1.12,0.88,4.78,0,1,218,13,0,22,15,168
2011,8,B6,JetBlue Airways,ACK,"Nantucket, MA: Nantucket Memorial",79,17,8.2,1.12,4.35,0,3.32,10,0,1114,430,78,299,0,307
2011,8,B6,JetBlue Airways,ANC,"Anchorage, AK: Ted Stevens Anchorage International",31,11,5.75,0,3.18,0.48,1.6,0,0,739,559,0,89,10,81
2011,8,B6,JetBlue Airways,AUS,"Austin, TX: Austin - Bergstrom International",245,64,24.46,3.67,17.96,0,17.91,11,0,4785,2003,526,823,0,1433
2011,8,B6,JetBlue Airways,BDL,"Hartford, CT: Bradley International",93,32,10.73,2.23,8.91,0,10.13,5,0,1726,442,93,393,0,798
2011,8,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",2787,881,185.6,18.34,308.02,1.58,367.46,191,6,73162,15769,2019,22739,38,32597
2011,8,B6,JetBlue Airways,BQN,"Aguadilla, PR: Rafael Hernandez",136,40,15.14,1.17,9.74,0.56,13.39,11,0,2988,1251,105,510,10,1112
2011,8,B6,JetBlue Airways,BTV,"Burlington, VT: Burlington International",155,57,20.92,1.61,10.16,0,24.31,13,1,4489,1534,204,504,0,2247
2011,8,B6,JetBlue Airways,BUF,"Buffalo, NY: Buffalo Niagara International",452,140,59.09,5.92,24.79,0,50.19,34,0,10974,4872,659,1511,0,3932
2011,8,B6,JetBlue Airways,BUR,"Burbank, CA: Bob Hope",118,48,11.96,1.37,18.38,0,16.29,6,1,3479,936,253,1061,0,1229
2011,8,B6,JetBlue Airways,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",151,43,14.96,0,14.26,0,13.78,10,0,4302,1051,0,1248,0,2003
2011,8,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",155,64,25.17,1.37,20.32,0,17.14,13,1,4776,1910,126,1012,0,1728
2011,8,B6,JetBlue Airways,DCA,"Washington, DC: Ronald Reagan Washington National",276,69,26.98,0.76,20.32,0.35,20.58,17,7,5770,2308,91,1504,8,1859
2011,8,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",93,32,10.88,0.89,8.3,0,11.94,6,0,2300,712,149,420,0,1019
2011,8,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",461,186,30.69,0.93,103.52,0,50.85,39,2,17454,2279,51,9623,0,5501
2011,8,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1156,366,112.11,6.66,104.67,0.86,141.69,73,5,24252,7201,708,4641,25,11677
2011,8,B6,JetBlue Airways,HOU,"Houston, TX: William P Hobby",62,21,8.8,2.96,3.54,0,5.69,6,0,1811,670,482,229,0,430
2011,8,B6,JetBlue Airways,HPN,"White Plains, NY: Westchester County",389,110,29.31,3.5,48.91,0,28.27,36,0,7189,2121,297,2498,0,2273
2011,8,B6,JetBlue Airways,IAD,"Washington, DC: Washington Dulles International",444,120,45.58,2.76,33.13,1.39,37.14,19,1,9286,3415,419,1736,43,3673
2011,8,B6,JetBlue Airways,JAX,"Jacksonville, FL: Jacksonville International",180,56,18.21,1.6,8.74,0,27.45,15,0,5182,1265,216,506,0,3195
2011,8,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",4008,1157,246.2,21.91,426.08,2.1,460.71,380,30,99748,19406,2074,34125,86,44057
2011,8,B6,JetBlue Airways,LAS,"Las Vegas, NV: McCarran International",391,125,45.44,3.67,28.79,0.23,46.87,19,1,7488,2439,526,1093,6,3424
2011,8,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",244,90,31.09,5.19,30.91,0,22.81,14,1,5713,1817,877,1484,0,1535
2011,8,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",279,112,27.84,2.57,57.77,0.2,23.61,27,1,9800,1788,141,5455,3,2413
2011,8,B6,JetBlue Airways,LGB,"Long Beach, CA: Long Beach Airport",926,178,37.76,2.47,28,0,109.78,16,0,11675,3157,592,1062,0,6864
2011,8,B6,JetBlue Airways,MCO,"Orlando, FL: Orlando International",1634,508,175.34,7.03,121.13,0.68,203.82,102,0,37510,13445,916,5553,56,17540
2011,8,B6,JetBlue Airways,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",88,18,7.52,0.42,5.35,0,4.72,9,0,1119,427,39,250,0,403
2011,8,B6,JetBlue Airways,MVY,"Martha's Vineyard, MA: Martha's Vineyard Airport",31,5,2.39,0,0.75,0,1.85,3,0,725,251,0,79,0,395
2011,8,B6,JetBlue Airways,OAK,"Oakland, CA: Metropolitan Oakland International",183,51,17.72,0,12.08,0.89,20.31,7,0,4041,1768,0,654,17,1602
2011,8,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",225,65,18.78,3.88,23.86,0,18.48,14,2,5829,1664,646,1384,0,2135
2011,8,B6,JetBlue Airways,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",399,148,51.95,1.67,37.52,0.24,56.62,32,3,12157,4054,488,1696,24,5895
2011,8,B6,JetBlue Airways,PDX,"Portland, OR: Portland International",155,39,16.47,2.65,2.01,0,17.88,4,0,3102,1061,559,177,0,1305
2011,8,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",62,29,5.46,1.89,10.81,0,10.83,4,0,1937,386,231,633,0,687
2011,8,B6,JetBlue Airways,PIT,"Pittsburgh, PA: Pittsburgh International",150,50,18.1,2.74,9.14,0,20.03,12,0,4328,1705,468,429,0,1726
2011,8,B6,JetBlue Airways,PSE,"Ponce, PR: Mercedita",84,29,6,0.51,7.96,0,14.53,12,2,1910,455,52,423,0,980
2011,8,B6,JetBlue Airways,PWM,"Portland, ME: Portland International Jetport",157,65,28.19,4.25,9.41,0,23.15,19,0,6463,2548,1173,528,0,2214
2011,8,B6,JetBlue Airways,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",271,107,40.98,1.92,18.99,0.06,45.06,20,1,8526,3293,193,913,8,4119
2011,8,B6,JetBlue Airways,RIC,"Richmond, VA: Richmond International",122,39,18.52,0.78,5.61,0,14.09,7,0,3181,1418,45,128,0,1590
2011,8,B6,JetBlue Airways,ROC,"Rochester, NY: Greater Rochester International",120,37,16.14,3.35,5.66,0,11.85,12,0,3609,1650,515,338,0,1106
